setting,seed,fold,modality,n,pearson,spearman,covariance,q_mean,q_std,q_mean_minus_one_third
original,44,1,us,17,0.20078615157337185,-0.45833333333333337,0.009728985495617626,0.20769796978468857,0.03661496055347676,-0.12563536354864474
original,44,1,emg,17,-0.6593365783827345,-0.31127450980392163,-0.0005039973403707001,0.07532087603886674,0.006554423341920386,-0.2580124572944666
original,44,1,table,17,-0.4808711768417861,-0.8872549019607844,-0.07791791699677085,0.3491073946773875,0.1713254406247628,0.01577406134405418
original,44,2,us,17,-0.04174375341784827,-0.6470588235294119,-0.006793938145687573,0.3009073291104081,0.09349783826327641,-0.03242600422292524
original,44,2,emg,17,0.7008132470653912,-0.022058823529411766,0.046475719528748446,0.1602478490192521,0.0686877643654666,-0.17308548431408122
original,44,2,table,17,-0.12301508569276537,-0.7083333333333334,-0.031808045155672586,0.4662005654642164,0.1331783334409213,0.13286723213088308
original,44,3,us,17,0.08229346397980807,-0.03921568627450981,3.457114635377614e-05,0.07995620472460663,0.002556632101046141,-0.2533771286087267
original,44,3,emg,17,-0.19608277991232467,-0.5980392156862745,-0.0005699715361143536,0.12336416939576372,0.008956426086746056,-0.2099691639375696
original,44,3,table,17,-0.10771498985647177,-0.11764705882352941,-0.00012391674984947687,0.07631659539055792,0.0102088086251717,-0.2570167379427754
original,44,4,us,17,-0.4716928885300981,-0.5833333333333334,-0.004600985439412819,0.15723772638661643,0.0268290824261303,-0.1760956069467169
original,44,4,emg,17,0.24186689403711983,-0.14460784313725492,0.00596671816343535,0.11799948794647633,0.040335552737564666,-0.215333845386857
original,44,4,table,17,0.0441269252619525,-0.661764705882353,0.010392403719727583,0.31548411374818597,0.12699623557706272,-0.017849219585147347
